id,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area,State
MtSWzen0,38,cozily,45981,single,practical,athletics,28762,no response,rural,OH
GoMKHzZQ,57,cozily,86128,single,expensive,,129879,response,urban,AZ
htpYzCxy,48,cozily,54080,married,practical,athletics,107239,no response,urban,WI
EhT6l4sP,34,active,87074,single,expensive,soccer,37878,response,urban,NM
TESAiDjA,45,active,91666,married,practical,athletics,67680,no response,rural,CA
kn9VwTKR,63,healthy,41594,married,expensive,athletics,27631,response,urban,KY
C0Ud1Q3D,16,cozily,57402,married,practical,soccer,128947,no response,rural,SD
Yc4Wv1iK,21,active,39849,married,practical,badminton,109340,no response,urban,GA
xixJiF0n,18,active,38174,married,practical,soccer,26464,no response,rural,TN
LlyEm5lm,39,active,88272,single,expensive,soccer,92816,no response,urban,NM
GAfB48x8,21,active,52805,married,practical,soccer,145932,response,urban,IA
C3vhPCkG,34,active,40279,married,practical,soccer,140355,response,rural,KY
mnMxQPdq,62,active,29977,married,expensive,badminton,78363,response,rural,SC
4sCL4D6k,39,cozily,89515,married,expensive,athletics,68615,no response,rural,NV
onDRybdY,56,cozily,61941,married,expensive,athletics,35309,response,urban,IL
H3nRY1vH,67,healthy,52276,married,expensive,badminton,133033,response,urban,IA
wfFefgyP,60,cozily,66642,married,practical,badminton,24746,response,urban,KS
i9FFSgxG,27,healthy,45139,single,practical,athletics,31134,no response,urban,OH
S93vxdf9,51,cozily,84881,married,expensive,soccer,49243,no response,rural,UT
31f1CYbh,18,active,10353,single,expensive,soccer,122712,response,rural,NY
MTqt92Ei,49,cozily,96528,married,practical,soccer,71572,no response,rural,AP
xh5evsrC,35,cozily,11245,married,practical,athletics,65454,response,urban,NY
6EgGCtys,68,active,51138,single,practical,soccer,90408,response,urban,IA
J2QvjMrX,29,active,97262,single,expensive,badminton,28361,no response,urban,OR
5Kx3Xvhh,62,cozily,51979,single,practical,athletics,39388,no response,rural,IA
yWPUJ7vT,52,healthy,81373,single,expensive,badminton,124410,no response,urban,CO
T9bbHxbv,27,cozily,87086,single,expensive,badminton,141379,response,urban,NM
wc7OQiWL,63,cozily,58796,married,practical,badminton,64520,response,urban,ND
a3n723lq,50,cozily,69057,married,practical,,123554,response,urban,NE
NqtwQvFZ,40,healthy,12146,single,expensive,soccer,30224,response,urban,NY
Wrt6mCDI,39,active,69735,married,expensive,athletics,74268,no response,rural,NE
56Hh9WCo,35,healthy,35915,married,practical,,62167,no response,urban,AL
Vyi1IzIB,26,healthy,38878,single,expensive,athletics,57783,no response,rural,MS
BqNIV1uz,20,healthy,70060,married,practical,soccer,128765,no response,urban,LA
iD4dxlQh,38,active,33167,single,practical,,66572,no response,rural,FL
d8XdPrBT,36,active,29240,single,practical,badminton,111066,no response,rural,SC
hrgMkFZM,55,active,43927,single,practical,soccer,98711,no response,urban,OH
GDi9dwST,18,cozily,96275,married,practical,badminton,103045,no response,urban,AP
QqvK3L2g,44,active,38414,single,expensive,,54108,response,rural,TN
LTix5A7K,22,active,42771,married,practical,soccer,85213,response,urban,KY
tM8bU4cn,19,healthy,48625,single,practical,,51999,no response,rural,MI
phZev8Tc,30,cozily,39894,married,expensive,athletics,128433,no response,urban,GA
pA0jyV8a,37,cozily,32029,married,expensive,athletics,107536,no response,urban,FL
I5yEtzfc,16,active,71400,single,practical,athletics,66616,no response,urban,LA
9sykAkD9,30,healthy,55155,married,practical,badminton,131814,response,urban,MN
qWz7XA4g,21,active,70993,single,practical,badminton,35731,no response,urban,LA
DQhZPqx1,66,cozily,73544,single,practical,athletics,72092,response,rural,OK
EeXJA2A6,59,healthy,62608,married,practical,soccer,58332,response,urban,IL
yug4aCLW,56,active,33297,single,expensive,soccer,98574,response,urban,FL
3BUjz3wW,36,active,54768,married,expensive,soccer,21811,no response,urban,WI
2QIYvH8v,54,active,19860,married,expensive,badminton,81714,no response,rural,DE
BAScAAk7,62,active,40813,single,practical,,129450,response,rural,KY
xvH5po5i,54,active,28608,married,practical,badminton,59578,no response,rural,NC
P697H65r,48,healthy,74723,single,expensive,badminton,37926,no response,rural,OK
vKbcgUsK,69,healthy,75746,single,practical,soccer,48445,response,urban,TX
7sZ94lyI,55,active,99203,single,expensive,athletics,63979,no response,urban,WA
hUQsuIVN,63,healthy,58276,married,expensive,badminton,97797,response,rural,ND
hgk0BQjG,45,healthy,81890,single,expensive,soccer,71981,no response,rural,CO
X8z4rkff,24,active,65310,married,expensive,soccer,149006,response,rural,MO
MJ78NKs5,17,healthy,32455,married,expensive,,102202,no response,urban,FL
32js7BjE,37,healthy,54659,married,practical,badminton,43570,no response,urban,WI
WzGymetM,37,active,65931,single,expensive,badminton,108939,no response,urban,MO
NjEkwbsz,63,cozily,91444,single,expensive,badminton,28654,response,urban,CA
HQ0sw9lz,27,healthy,81104,single,expensive,soccer,119869,no response,rural,CO
qfJLgPdX,45,cozily,66273,single,practical,badminton,136491,no response,urban,KS
4Fh0d9hN,45,active,30441,married,practical,badminton,122686,no response,rural,GA
bSDAhB9q,24,healthy,84472,single,practical,soccer,134590,response,urban,UT
eFLSPlrS,41,healthy,39402,married,expensive,athletics,24885,no response,rural,MS
yVlMadbd,35,cozily,68626,married,expensive,badminton,76777,no response,rural,NE
cBK1vYc6,68,healthy,56357,single,expensive,athletics,83059,response,rural,MN
WLteMK8n,62,healthy,28763,married,expensive,soccer,149212,response,rural,NC
tDNHsLjQ,63,healthy,16935,married,expensive,soccer,81881,response,urban,PA
h7oXpD4f,39,active,22159,married,practical,,26412,no response,urban,VA
hNjfE3Zb,45,healthy,99474,married,practical,athletics,67502,no response,rural,WA
Odbq2mwU,47,active,21893,married,practical,soccer,66436,no response,urban,MD
luUbEMlF,43,active,42830,married,practical,badminton,63509,no response,rural,KY
SCHaF8E6,39,cozily,40052,married,practical,badminton,66301,no response,rural,KY
S04cVf7J,32,healthy,77448,single,expensive,soccer,130499,no response,rural,TX
9Q6YsODp,67,cozily,14887,married,expensive,badminton,42079,response,urban,NY
7v2sIHvl,31,active,53001,married,expensive,,27218,no response,rural,WI
6b3se3vI,23,active,26950,single,expensive,soccer,108076,no response,rural,WV
ywNdNNNf,37,healthy,39184,single,practical,badminton,144905,response,urban,MS
AymwmBeA,44,healthy,52098,single,practical,badminton,121784,no response,rural,IA
D38XZDry,62,cozily,36375,single,expensive,athletics,138552,response,rural,AL
PW4EWHlV,65,cozily,26293,married,practical,soccer,39114,response,urban,WV
k9lZmPEK,63,healthy,93033,married,practical,athletics,35178,no response,rural,CA
PKpDJcTp,55,healthy,85488,married,expensive,,116339,no response,rural,AZ
DIMkRMSA,55,active,58324,married,practical,athletics,92404,no response,rural,ND
KOda5CQp,55,active,72415,single,practical,,129766,no response,rural,AR
sQsq1Gwz,29,healthy,91769,married,expensive,athletics,95978,no response,urban,CA
VPlv8Zh4,18,healthy,93668,married,expensive,badminton,105994,no response,rural,CA
aW34WGEc,40,healthy,72890,married,practical,athletics,90058,no response,rural,AR
ydObl7NC,18,cozily,43519,single,expensive,badminton,58659,no response,rural,OH
vMz3PzEb,64,healthy,23722,single,practical,badminton,46382,response,urban,VA
V0x4aZ9b,51,active,77561,married,expensive,athletics,66898,response,urban,TX
78POC8qr,25,cozily,74528,single,practical,soccer,22327,no response,rural,OK
G80PUlL7,47,active,67524,single,practical,soccer,85188,no response,rural,KS
thjFrjBx,15,active,40599,married,expensive,soccer,118157,no response,urban,KY
3EE4VWDk,52,cozily,91757,married,expensive,badminton,124157,no response,urban,CA
ihitsYB4,23,healthy,22896,single,expensive,badminton,130907,no response,urban,VA
epsLwLV4,35,healthy,92862,married,practical,badminton,58570,no response,urban,CA
G2ci0wq5,46,cozily,46504,single,expensive,soccer,100896,no response,urban,IN
9ei2aoDx,25,active,90278,single,expensive,athletics,67155,no response,rural,CA
sfbpGye7,45,cozily,34124,married,practical,athletics,56922,no response,urban,FL
5uLu3RHo,41,cozily,92370,married,practical,athletics,108010,no response,rural,CA
OBXKPXlh,29,cozily,77003,single,practical,badminton,102811,no response,urban,TX
1sW8DknK,48,active,88509,married,expensive,athletics,38026,no response,urban,NM
M13dZNG7,63,healthy,96824,married,expensive,athletics,52623,response,urban,HI
mLLsnNG3,28,healthy,23664,married,practical,athletics,132075,no response,urban,VA
qoNA0s5L,41,healthy,34979,married,practical,,125815,no response,urban,FL
V7547OsZ,27,active,65146,single,expensive,,131056,no response,rural,MO
ubwtxIyi,26,healthy,21501,married,practical,soccer,130146,no response,urban,MD
pVjTFMXH,42,active,70773,married,expensive,athletics,26596,no response,rural,LA
MNcQEYbI,56,healthy,65060,married,expensive,athletics,59105,response,urban,MO
ZLaxWMHC,62,healthy,63485,married,expensive,,29580,response,urban,MO
YsLlXTkL,26,healthy,22362,single,practical,soccer,73138,no response,urban,VA
w99I4FkO,15,healthy,17348,married,expensive,badminton,114584,no response,urban,PA
FtaAZmOD,47,healthy,79380,married,expensive,soccer,66599,no response,urban,TX
knPN8cLj,61,active,90385,married,expensive,,93933,response,urban,CA
ucyRIxD2,15,active,79546,married,expensive,badminton,20346,no response,rural,TX
qUPsrN5T,65,active,31121,single,practical,,121050,no response,urban,GA
H47ZomO1,43,cozily,84084,married,practical,,120024,no response,urban,UT
dsM96UZg,28,healthy,35941,single,expensive,badminton,135212,no response,rural,AL
7cbZpM03,56,healthy,27878,single,expensive,badminton,67788,response,urban,NC
0LzgRbUU,34,healthy,68914,single,expensive,soccer,62792,no response,urban,NE
VjkX6zdm,32,healthy,31063,married,practical,soccer,27500,no response,urban,GA
4wRFSgWa,39,active,72198,single,practical,soccer,143140,response,rural,AR
ACI1J96p,50,cozily,80219,single,practical,athletics,145074,response,urban,CO
UXsFQ9oK,31,healthy,62176,married,expensive,athletics,108757,no response,urban,IL
jgU7u3Xx,31,active,41859,married,expensive,soccer,119049,no response,urban,KY
HqUfQIgY,42,healthy,73231,married,practical,badminton,92799,no response,urban,OK
wL4KTC7S,41,active,64117,married,expensive,badminton,104694,no response,urban,MO
41FTJ6al,17,active,97974,single,practical,athletics,37915,no response,rural,OR
tWY0DWo5,20,cozily,74843,single,expensive,soccer,99357,no response,urban,OK
3vtLqHIa,46,healthy,70137,married,expensive,soccer,121829,no response,rural,LA
DhyDU3Gu,67,healthy,34916,single,practical,athletics,28369,no response,rural,FL
Z2IhvKs3,31,healthy,20397,married,expensive,athletics,89377,no response,urban,DC
dTNrTbde,50,cozily,38605,married,expensive,badminton,141771,response,urban,MS
8hiOpV45,17,cozily,45530,married,practical,badminton,74357,no response,rural,OH
i3jFAQDz,16,cozily,52887,married,practical,badminton,78735,no response,urban,IA
p75480s4,48,active,56161,married,expensive,athletics,35350,no response,urban,MN
csN7E5eq,67,active,49582,married,expensive,badminton,110240,response,urban,MI
orBwnfLK,33,cozily,62576,single,practical,soccer,143809,response,urban,IL
g18XMHpc,16,active,94649,single,expensive,soccer,149442,no response,urban,CA
SIwAZjwc,36,active,88417,married,expensive,athletics,125766,no response,urban,NM
etEmcXJL,47,active,67926,single,practical,athletics,37572,no response,urban,KS
9FXFGKMh,26,cozily,89670,married,expensive,soccer,117042,no response,rural,NV
CYLPisRa,33,healthy,82246,single,practical,soccer,117968,no response,urban,WY
cZYi0vLf,35,cozily,25743,married,expensive,badminton,84895,no response,urban,WV
SQ49K3pD,69,active,32849,single,practical,badminton,136750,response,urban,FL
mPYojxgB,55,healthy,43971,single,practical,athletics,114003,no response,urban,OH
jw6UVEYG,65,active,88991,single,expensive,athletics,91095,response,urban,NV
qG8fknAM,56,healthy,63485,married,expensive,badminton,75111,response,rural,MO
g5IzwH9j,53,cozily,51300,married,practical,soccer,56066,no response,urban,IA
IuICf0YR,24,healthy,52384,married,expensive,soccer,86877,no response,rural,IA
MIepAQ51,49,healthy,12250,single,practical,badminton,72949,response,urban,NY
ylx0XVgq,20,cozily,97234,married,practical,badminton,86025,no response,urban,OR
vpSxkUW1,56,active,22446,single,practical,soccer,42354,response,urban,VA
ronPzy5C,35,cozily,22918,married,expensive,,65792,no response,urban,VA
rcJf5JI0,63,cozily,82241,married,expensive,badminton,54858,response,urban,WY
eDARye18,47,active,60927,single,practical,,99718,no response,urban,IL
HNEikNvD,61,active,10328,married,practical,soccer,115551,no response,rural,NY
7RJbkipv,47,active,77347,single,practical,soccer,91918,no response,urban,TX
oZHeqEMV,66,active,70021,single,expensive,badminton,129909,response,rural,LA
Squ9pCzr,36,cozily,16565,single,expensive,soccer,51756,no response,urban,PA
axu9aw0t,46,cozily,38366,single,expensive,athletics,23458,no response,urban,TN
5fSoug9r,64,cozily,11114,single,practical,badminton,79566,response,urban,NY
oHBd4xFk,20,healthy,23750,single,practical,athletics,38456,no response,rural,VA
fw5dl5OC,32,active,65070,single,expensive,athletics,26174,no response,rural,MO
Gntyg4rK,50,active,51258,married,practical,athletics,51457,no response,urban,IA
D1tY7V7o,38,active,45919,married,practical,soccer,119206,no response,urban,OH
HaqxfeCi,58,active,74820,single,expensive,soccer,104019,response,urban,OK
ngIf7Nkc,59,cozily,48428,single,expensive,badminton,25176,no response,urban,MI
om9vFvqJ,50,active,54519,single,practical,soccer,75970,no response,rural,WI
8Jw8UMC2,33,cozily,78123,married,practical,soccer,104636,no response,rural,TX
nMHRzobt,34,healthy,83678,single,expensive,athletics,115629,no response,rural,ID
0kyYMTI4,33,cozily,62741,married,practical,soccer,29277,no response,urban,IL
JsEooh4j,24,cozily,70520,married,practical,athletics,69799,no response,rural,LA
pkBdjE0a,43,cozily,68495,single,practical,soccer,87934,no response,rural,NE
g2M6E6cT,56,healthy,71123,single,expensive,,93658,response,urban,LA
7tnj6273,24,cozily,52807,single,expensive,athletics,33786,no response,urban,IA
CTsI2Ob6,34,healthy,48694,single,practical,athletics,133731,no response,urban,MI
05jledcb,39,cozily,55384,married,expensive,,95533,no response,rural,MN
NimwlkH2,25,healthy,30186,married,expensive,soccer,93986,no response,urban,GA
IbGEOCAf,24,active,39597,married,expensive,athletics,69892,no response,rural,MS
uFPuuQ1I,49,active,30632,married,practical,badminton,102277,no response,urban,GA
H6EURTs1,24,cozily,96148,single,practical,badminton,95689,no response,urban,CA
lsnBhhSZ,46,cozily,63759,married,practical,soccer,74052,no response,urban,MO
sjt239MA,17,active,84451,single,expensive,soccer,31011,no response,urban,UT
zdwR2Hln,25,cozily,43951,single,practical,,71482,no response,urban,OH
KVj2CPdz,38,cozily,62545,married,expensive,,69271,no response,urban,IL
UgMvxAlk,15,active,70619,single,expensive,badminton,114192,no response,urban,LA
JmKKohQi,69,healthy,67686,married,expensive,athletics,126117,no response,rural,KS
U1gDZNZi,19,active,78224,married,expensive,soccer,91240,no response,urban,TX
Tqijxjgq,33,active,11503,married,expensive,athletics,134359,response,urban,NY
B9KsZxq2,23,healthy,70916,single,practical,athletics,39237,no response,rural,LA
o0UDwwkK,33,cozily,74804,married,expensive,athletics,110870,no response,urban,OK
SGeFp1fr,27,cozily,50577,single,expensive,athletics,32068,response,rural,IA
DYooT2zU,35,active,63318,married,expensive,,50067,no response,urban,MO
ZZ2jhr1i,57,active,43256,married,practical,soccer,34440,response,rural,OH
IHfHnVvX,69,active,12122,married,practical,badminton,23984,response,urban,NY
2q39sJbt,66,cozily,73524,single,practical,soccer,145862,response,rural,OK
u0tfJBo5,24,cozily,98879,married,expensive,,70323,response,urban,WA
k96WsMKL,38,active,44212,married,expensive,athletics,44625,no response,urban,OH
kcsOanJH,67,active,87331,married,practical,,126979,response,rural,NM
up1hkuU9,45,cozily,51202,single,practical,athletics,87724,no response,rural,IA
XSnYXptv,69,active,40241,single,expensive,athletics,95553,response,urban,KY
upBVm2t9,38,active,46083,single,expensive,soccer,91053,no response,rural,IN
12s6l4qE,17,cozily,61446,married,practical,,115858,no response,rural,IL
udHjKOVa,36,active,41888,married,expensive,athletics,149200,response,rural,KY
unsImnjQ,60,active,11210,single,expensive,soccer,126280,response,urban,NY
CcQJ2frG,16,cozily,66719,single,practical,athletics,36891,response,urban,KS
TfiZvSk5,32,healthy,37658,single,expensive,badminton,108617,no response,rural,TN
cVJr90jS,44,healthy,65408,married,expensive,soccer,120686,no response,urban,MO
nTchVzVv,24,cozily,92374,married,expensive,athletics,21057,no response,urban,CA
0exuCQMx,34,active,14331,single,practical,badminton,109728,response,urban,NY
vgDSJhRP,24,cozily,10908,married,practical,athletics,115063,response,urban,NY
vQ9I47kF,27,active,99787,single,expensive,athletics,79676,no response,urban,AK
oZSZU6Qb,60,cozily,45161,married,practical,soccer,49175,no response,rural,OH
eSULPIea,39,healthy,10791,married,expensive,,149441,response,urban,NY
LTuOOB4w,45,active,11739,single,practical,soccer,102113,response,rural,NY
YKgQ3iZ9,22,active,62223,single,practical,athletics,69278,no response,urban,IL
gIVoukHu,17,healthy,36391,married,practical,badminton,94311,response,urban,AL
ciltmi3O,35,healthy,50783,single,practical,athletics,101626,no response,urban,IA
e6hmqhu7,58,active,16201,married,expensive,badminton,103980,response,urban,PA
DZngn5KZ,60,active,43107,married,expensive,athletics,123527,response,rural,OH
EcSSqwyC,25,healthy,16708,single,expensive,badminton,27731,no response,rural,PA
UYf3g1Oe,45,healthy,13511,single,practical,athletics,44495,response,urban,NY
vu74iUtD,26,healthy,88892,married,practical,soccer,142785,response,urban,TX
ftZ38DtA,28,active,96672,single,expensive,,45397,no response,rural,AP
Vzak2pw0,18,healthy,53133,married,expensive,,21582,no response,rural,WI
mrlSFyas,25,active,71882,single,practical,soccer,37762,no response,rural,AR
fVT7KcvO,44,cozily,27089,married,practical,athletics,57847,no response,urban,NC
dajmEAwJ,37,healthy,55423,married,expensive,,70589,no response,rural,MN
28RhJarm,59,active,63338,single,expensive,athletics,37340,no response,urban,MO
HsBMySCv,37,healthy,23304,single,practical,soccer,143338,response,urban,VA
1S8bk21D,52,active,54016,single,expensive,badminton,84593,no response,rural,WI
PMlbqtfu,33,active,77652,married,expensive,athletics,86687,no response,urban,TX
8pBR54OH,63,active,24581,married,expensive,badminton,55718,response,rural,VA
V8FP6ST6,54,cozily,66339,single,practical,athletics,68319,no response,urban,KS
KwcwNhdz,20,cozily,81178,married,expensive,badminton,111314,no response,rural,CO
Ul292wiU,68,active,10479,single,practical,,52524,response,urban,NY
f6GYM9q2,45,healthy,51765,married,practical,athletics,46877,no response,urban,IA
3Z7pI4t4,62,active,23972,single,expensive,badminton,94531,response,urban,VA
HrpE8yu1,44,healthy,39146,single,expensive,soccer,142426,response,urban,MS
9Ysxqh70,29,active,20287,single,expensive,badminton,81500,no response,urban,DC
tHVp9lTD,38,active,83526,single,practical,badminton,103604,no response,urban,ID
voWxu34H,46,healthy,64087,married,expensive,soccer,79890,no response,urban,MO
IKwtn396,68,healthy,65131,married,expensive,athletics,142690,response,urban,MO
su2rfcKp,58,active,44613,single,practical,badminton,147039,response,rural,OH
DXcpnhI0,18,cozily,43832,single,expensive,soccer,51121,no response,rural,OH
wDUiNubk,68,cozily,31097,married,expensive,athletics,77222,response,urban,GA
Ma17WHPQ,62,cozily,24580,married,expensive,soccer,96546,response,urban,VA
Ey49lEuV,60,healthy,26342,married,expensive,athletics,99040,response,rural,WV
Wlqzsmfr,20,cozily,13574,single,practical,,39727,response,rural,NY
WynJ8veF,48,active,78088,single,practical,badminton,55829,no response,rural,TX
loMTcIls,61,cozily,49371,single,practical,soccer,31119,response,urban,MI
ynTW8Fqw,69,cozily,36842,single,expensive,soccer,71451,response,urban,AL
Kqg2xT4S,25,active,22844,single,expensive,soccer,69279,no response,urban,VA
XVCkqwli,27,cozily,69719,single,expensive,soccer,116042,no response,rural,NE
m5VeSAlq,23,cozily,12251,single,expensive,soccer,76720,response,rural,NY
3T1Uzr9X,28,active,84004,married,practical,badminton,48343,no response,rural,UT
vEMJ4ia4,28,healthy,48895,married,expensive,soccer,127496,no response,rural,MI
BKAlIS0V,61,cozily,95632,married,practical,badminton,128074,response,urban,CA
HBHo5qqp,24,active,35524,single,practical,soccer,138154,no response,urban,AL
OyMuSA6m,45,cozily,48031,married,expensive,athletics,108047,no response,urban,MI
jNEBgMcD,61,healthy,15533,married,practical,badminton,34699,response,rural,PA
KPTlOfNm,46,cozily,51602,married,expensive,athletics,79410,no response,urban,IA
5M0yHphG,38,active,66383,married,expensive,athletics,131878,no response,urban,KS
xnLGa8jy,58,active,22455,married,practical,badminton,46817,response,rural,VA
vCTEkZHV,50,cozily,65902,single,expensive,soccer,68931,no response,urban,MO
03QrbTMJ,65,cozily,18935,single,expensive,athletics,65431,response,rural,PA
eRG3f8Tz,49,healthy,93949,single,expensive,soccer,46548,no response,urban,CA
ry9rjr45,46,active,67496,single,expensive,soccer,77060,no response,urban,KS
4uGur58X,61,active,34908,single,expensive,soccer,135529,response,urban,FL
thQ9kRgk,35,cozily,69390,married,practical,athletics,63837,no response,rural,NE
nXeqK53L,35,active,38596,single,practical,badminton,66030,no response,rural,TN
irXVJPKj,37,healthy,76105,married,expensive,athletics,123274,no response,rural,TX
gZj9qV0o,29,active,58124,married,expensive,soccer,41513,no response,urban,ND
2a3djzUH,46,cozily,93057,single,expensive,athletics,32105,response,rural,CA
ENEhzUpl,22,cozily,31068,single,expensive,,97600,no response,urban,GA
wIytqfgu,66,cozily,84695,married,expensive,badminton,44295,response,urban,UT
peYR0W33,41,healthy,43178,married,expensive,athletics,64973,no response,urban,OH
zpSvoJfX,55,active,27770,single,practical,athletics,119549,no response,rural,NC
oOUjQ2WF,16,active,30310,single,practical,athletics,68690,no response,urban,GA
n0tYzTPM,36,healthy,43512,single,practical,,104751,no response,rural,OH
WkCoJk49,53,cozily,58748,married,expensive,athletics,28287,no response,urban,ND
0sHm3b1A,56,cozily,65532,single,practical,badminton,140656,no response,urban,MO
XNuU4YLM,26,healthy,17843,married,practical,soccer,112189,no response,urban,PA
duiv9lkU,22,active,32338,single,practical,athletics,66845,no response,urban,FL
wIn1H4pq,49,cozily,68434,single,practical,badminton,134579,no response,urban,NE
YrBaqxF4,52,cozily,81270,married,practical,badminton,47343,no response,rural,CO
4c1jBuuC,40,cozily,19935,married,expensive,,74571,no response,urban,DE
pViNztBv,50,active,78772,single,practical,soccer,125149,no response,urban,TX
21WI55ZR,21,cozily,28409,married,expensive,soccer,84120,no response,rural,NC
bmG4P21u,27,active,13079,single,expensive,badminton,49762,response,urban,NY
F5SOMTyP,61,active,35066,married,expensive,soccer,100182,response,rural,AL
8lZ2KdKQ,54,cozily,86582,single,expensive,athletics,73367,no response,urban,AZ
C3irMtDi,69,cozily,16397,single,expensive,,77595,response,urban,PA
5j4Bt74l,15,healthy,76443,single,expensive,athletics,134807,no response,rural,TX
MH2uv0Wn,33,active,12022,married,practical,athletics,98059,response,urban,NY
sTGVidnL,32,healthy,79165,married,expensive,athletics,44015,no response,rural,TX
aNzWhVXN,30,healthy,56363,married,expensive,soccer,133467,no response,urban,MN
EGWrK6Un,64,active,47581,single,practical,athletics,96202,response,urban,IN
WDcp67v4,66,healthy,79406,single,expensive,athletics,75438,no response,rural,TX
H8Z26JnQ,49,healthy,52249,single,practical,soccer,67718,no response,urban,IA
0sJ5MpB1,26,active,72692,married,expensive,athletics,74216,no response,urban,AR
rLeWVX50,21,cozily,53297,married,practical,badminton,66022,no response,urban,WI
fXxaUHln,36,active,65225,single,expensive,,71682,no response,urban,MO
3FYYnZqL,23,active,25468,single,expensive,soccer,27385,no response,rural,WV
GpXNmzFT,41,healthy,41696,single,expensive,athletics,76073,no response,urban,KY
4QdKSfAs,57,cozily,79506,married,expensive,badminton,32065,response,urban,TX
mEpB091Q,41,active,89005,married,expensive,badminton,112559,no response,rural,NV
oVpqfRzT,55,healthy,29890,married,expensive,athletics,106290,no response,urban,SC
tWlgdJOg,36,healthy,82706,married,expensive,badminton,54987,no response,urban,WY
9CtIoJyP,25,cozily,43068,single,practical,soccer,64889,no response,urban,OH
lfzM7IZd,36,cozily,37115,married,expensive,badminton,109949,no response,urban,TN
tw78NKNy,31,active,88682,single,expensive,,67307,no response,urban,TX
Ri5F06jY,18,cozily,29246,single,practical,soccer,89324,no response,urban,SC
9FKn4d6Z,35,active,95817,married,practical,soccer,78919,no response,urban,CA
johbZQay,24,cozily,11674,married,practical,badminton,87824,response,urban,NY
WFkHQ5LH,62,cozily,95660,married,expensive,badminton,108422,response,rural,CA
CEYk4YRg,49,active,38886,married,practical,athletics,132817,no response,rural,MS
4NmH399o,43,cozily,33463,single,expensive,athletics,26066,no response,rural,FL
rDBhVlPz,65,healthy,21380,single,expensive,athletics,108541,no response,urban,MD
TysqpgWT,56,active,37057,single,expensive,,132542,response,urban,TN
gOyDLBiI,36,healthy,80121,single,expensive,soccer,119811,no response,urban,CO
bp7deyii,30,cozily,14444,single,expensive,badminton,102510,no response,urban,NY
Wjcs02qr,24,healthy,32034,single,practical,soccer,123909,no response,rural,FL
KYQdVfPU,64,healthy,81949,married,expensive,,23446,response,urban,CO
JAn7KgaD,58,active,82470,single,practical,badminton,38241,response,rural,WY
Bz0gBlu2,18,healthy,73287,single,practical,soccer,149247,response,urban,OK
vJNMadAt,40,active,62120,single,practical,,93260,no response,urban,IL
OljMrE1s,50,cozily,31007,single,practical,soccer,124015,no response,urban,GA
1hEw7FTg,53,active,93307,single,practical,,22484,no response,rural,CA
ZZu9pT4Z,26,active,30549,married,expensive,soccer,80317,no response,urban,GA
YL9uUyDy,19,healthy,37989,single,expensive,athletics,63864,no response,rural,TN
n4tUkRkO,58,active,19453,married,practical,badminton,136856,response,urban,PA
68z0f3lJ,60,cozily,84060,married,expensive,,77981,no response,urban,UT
0NM7s6n4,26,active,89954,single,expensive,athletics,56026,no response,urban,NV
yRheS1Qj,52,cozily,43240,single,expensive,badminton,22738,no response,urban,OH
vL43h4Hn,46,healthy,48803,single,practical,athletics,60680,response,urban,MI
gEcIJhax,60,cozily,17139,single,expensive,athletics,89776,response,urban,PA
14xdo5y2,52,cozily,62598,married,expensive,soccer,21584,no response,rural,IL
st6t3pxu,49,active,58294,married,expensive,badminton,58850,no response,urban,ND
BUpbohGp,31,active,89189,married,expensive,soccer,132117,response,urban,NV
ZKYCvCqo,50,active,16531,married,expensive,badminton,115210,no response,urban,PA
tyQRjK6i,52,healthy,22686,single,practical,athletics,59458,no response,rural,VA
rPnyRrgQ,32,healthy,80312,single,expensive,badminton,34483,no response,rural,CO
PeKnOiGI,40,active,95609,married,expensive,soccer,121198,no response,urban,CA
K12xKBK3,35,active,84850,single,expensive,soccer,72600,no response,rural,UT
fkcpNRHB,54,active,58753,single,practical,badminton,64632,no response,rural,ND
cUpbRdqM,21,cozily,76467,married,practical,,47049,no response,rural,TX
m8J0VPdB,47,cozily,90847,single,expensive,badminton,62733,no response,rural,CA
BfsWtW8b,63,active,30834,married,practical,,96951,response,rural,GA
MIqrcwgX,21,cozily,43075,married,expensive,athletics,99561,no response,urban,OH
8QtSeau9,23,cozily,71238,married,practical,athletics,50466,no response,rural,LA
maxHlFj9,40,healthy,13258,single,practical,soccer,126586,response,urban,NY
rVECOL3O,21,cozily,11484,single,expensive,soccer,81327,response,rural,NY
Pwl6Bo97,30,cozily,66541,married,practical,badminton,80312,no response,rural,KS
QoaRKsAu,28,healthy,27637,single,expensive,athletics,107809,no response,rural,NC
uTtdITzu,66,healthy,65971,single,expensive,athletics,105212,response,rural,MO
m5ljjMBy,31,healthy,15736,single,expensive,badminton,64620,no response,urban,PA
OHCLNLAf,62,active,91860,single,practical,athletics,59166,no response,urban,CA
nM1pHw71,43,active,17895,married,practical,athletics,143252,response,urban,PA
eaNz6mA4,19,cozily,73161,married,practical,athletics,89334,response,urban,OK
mG8J3FY0,43,cozily,91115,single,practical,badminton,35931,no response,rural,CA
nFcjt0Wd,34,healthy,18639,married,practical,athletics,121713,no response,urban,PA
U9raKEmP,68,cozily,93637,married,expensive,athletics,85418,response,urban,CA
